timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_count,bytes,flag
1773320449.042219000,10.0.0.2,10.0.0.4,TCP,38446,880,1,58,
1773320449.042225000,10.0.0.4,10.0.0.2,TCP,880,38446,1,54,
1773320449.042235000,10.0.0.2,10.0.0.4,TCP,38446,61532,1,58,
1773320449.042245000,10.0.0.4,10.0.0.2,TCP,61532,38446,1,54,
1773320449.042258000,10.0.0.2,10.0.0.4,TCP,38446,32773,1,58,
1773320449.042264000,10.0.0.4,10.0.0.2,TCP,32773,38446,1,54,
1773320449.042273000,10.0.0.2,10.0.0.4,TCP,38446,3071,1,58,
1773320449.042279000,10.0.0.4,10.0.0.2,TCP,3071,38446,1,54,
1773320449.042289000,10.0.0.2,10.0.0.4,TCP,38446,6510,1,58,
1773320449.042295000,10.0.0.4,10.0.0.2,TCP,6510,38446,1,54,
1773320449.042304000,10.0.0.2,10.0.0.4,TCP,38446,2381,1,58,
1773320449.042310000,10.0.0.4,10.0.0.2,TCP,2381,38446,1,54,
1773320449.042319000,10.0.0.2,10.0.0.4,TCP,38446,10000,1,58,
1773320449.042325000,10.0.0.4,10.0.0.2,TCP,10000,38446,1,54,
1773320449.042334000,10.0.0.2,10.0.0.4,TCP,38446,427,1,58,
1773320449.042340000,10.0.0.4,10.0.0.2,TCP,427,38446,1,54,
1773320449.042350000,10.0.0.2,10.0.0.4,TCP,38446,16018,1,58,
1773320449.042355000,10.0.0.4,10.0.0.2,TCP,16018,38446,1,54,
1773320449.042365000,10.0.0.2,10.0.0.4,TCP,38446,901,1,58,
1773320449.042371000,10.0.0.4,10.0.0.2,TCP,901,38446,1,54,
1773320449.042380000,10.0.0.2,10.0.0.4,TCP,38446,1100,1,58,
1773320449.042386000,10.0.0.4,10.0.0.2,TCP,1100,38446,1,54,
1773320449.042395000,10.0.0.2,10.0.0.4,TCP,38446,3283,1,58,
1773320449.042401000,10.0.0.4,10.0.0.2,TCP,3283,38446,1,54,
1773320449.042410000,10.0.0.2,10.0.0.4,TCP,38446,8873,1,58,
1773320449.042416000,10.0.0.4,10.0.0.2,TCP,8873,38446,1,54,
1773320449.042430000,10.0.0.2,10.0.0.4,TCP,38446,19780,1,58,
1773320449.042436000,10.0.0.4,10.0.0.2,TCP,19780,38446,1,54,
1773320449.042446000,10.0.0.2,10.0.0.4,TCP,38446,1091,1,58,
1773320449.042451000,10.0.0.4,10.0.0.2,TCP,1091,38446,1,54,
1773320449.042463000,10.0.0.2,10.0.0.4,TCP,38446,6792,1,58,
1773320449.042469000,10.0.0.4,10.0.0.2,TCP,6792,38446,1,54,
1773320449.042478000,10.0.0.2,10.0.0.4,TCP,38446,6007,1,58,
1773320449.042484000,10.0.0.4,10.0.0.2,TCP,6007,38446,1,54,
1773320449.042493000,10.0.0.2,10.0.0.4,TCP,38446,8007,1,58,
1773320449.042499000,10.0.0.4,10.0.0.2,TCP,8007,38446,1,54,
1773320449.042508000,10.0.0.2,10.0.0.4,TCP,38446,5922,1,58,
1773320449.042514000,10.0.0.4,10.0.0.2,TCP,5922,38446,1,54,
1773320449.042523000,10.0.0.2,10.0.0.4,TCP,38446,3017,1,58,
1773320449.042529000,10.0.0.4,10.0.0.2,TCP,3017,38446,1,54,
1773320449.042539000,10.0.0.2,10.0.0.4,TCP,38446,1104,1,58,
1773320449.042545000,10.0.0.4,10.0.0.2,TCP,1104,38446,1,54,
1773320449.042554000,10.0.0.2,10.0.0.4,TCP,38446,9080,1,58,
1773320449.042560000,10.0.0.4,10.0.0.2,TCP,9080,38446,1,54,
1773320449.042681000,10.0.0.2,10.0.0.4,TCP,38446,9594,1,58,
1773320449.042687000,10.0.0.4,10.0.0.2,TCP,9594,38446,1,54,
1773320449.042696000,10.0.0.2,10.0.0.4,TCP,38446,3324,1,58,
1773320449.042702000,10.0.0.4,10.0.0.2,TCP,3324,38446,1,54,
1773320449.042711000,10.0.0.2,10.0.0.4,TCP,38446,1718,1,58,
1773320449.042720000,10.0.0.4,10.0.0.2,TCP,1718,38446,1,54,
1773320449.042729000,10.0.0.2,10.0.0.4,TCP,38446,82,1,58,
1773320449.042735000,10.0.0.4,10.0.0.2,TCP,82,38446,1,54,
1773320449.042743000,10.0.0.2,10.0.0.4,TCP,38446,5001,1,58,
1773320449.042748000,10.0.0.4,10.0.0.2,TCP,5001,38446,1,54,
1773320449.042757000,10.0.0.2,10.0.0.4,TCP,38446,9503,1,58,
1773320449.042762000,10.0.0.4,10.0.0.2,TCP,9503,38446,1,54,
1773320449.042770000,10.0.0.2,10.0.0.4,TCP,38446,7106,1,58,
1773320449.042776000,10.0.0.4,10.0.0.2,TCP,7106,38446,1,54,
1773320449.042785000,10.0.0.2,10.0.0.4,TCP,38446,5666,1,58,
1773320449.042790000,10.0.0.4,10.0.0.2,TCP,5666,38446,1,54,
1773320449.042799000,10.0.0.2,10.0.0.4,TCP,38446,61900,1,58,
1773320449.042804000,10.0.0.4,10.0.0.2,TCP,61900,38446,1,54,
1773320449.042815000,10.0.0.2,10.0.0.4,TCP,38446,44443,1,58,
1773320449.042821000,10.0.0.4,10.0.0.2,TCP,44443,38446,1,54,
1773320449.042829000,10.0.0.2,10.0.0.4,TCP,38446,52848,1,58,
1773320449.042835000,10.0.0.4,10.0.0.2,TCP,52848,38446,1,54,
1773320449.042843000,10.0.0.2,10.0.0.4,TCP,38446,14441,1,58,
1773320449.042849000,10.0.0.4,10.0.0.2,TCP,14441,38446,1,54,
1773320449.042857000,10.0.0.2,10.0.0.4,TCP,38446,2009,1,58,
1773320449.042863000,10.0.0.4,10.0.0.2,TCP,2009,38446,1,54,
1773320449.042871000,10.0.0.2,10.0.0.4,TCP,38446,52673,1,58,
1773320449.042876000,10.0.0.4,10.0.0.2,TCP,52673,38446,1,54,
1773320449.042888000,10.0.0.2,10.0.0.4,TCP,38446,2196,1,58,
1773320449.042893000,10.0.0.4,10.0.0.2,TCP,2196,38446,1,54,
1773320449.042902000,10.0.0.2,10.0.0.4,TCP,38446,425,1,58,
1773320449.042908000,10.0.0.4,10.0.0.2,TCP,425,38446,1,54,
1773320449.042916000,10.0.0.2,10.0.0.4,TCP,38446,11110,1,58,
1773320449.042922000,10.0.0.4,10.0.0.2,TCP,11110,38446,1,54,
1773320449.042930000,10.0.0.2,10.0.0.4,TCP,38446,10001,1,58,
1773320449.042936000,10.0.0.4,10.0.0.2,TCP,10001,38446,1,54,
1773320449.042949000,10.0.0.2,10.0.0.4,TCP,38446,85,1,58,
1773320449.042956000,10.0.0.4,10.0.0.2,TCP,85,38446,1,54,
1773320449.042964000,10.0.0.2,10.0.0.4,TCP,38446,5500,1,58,
1773320449.042970000,10.0.0.4,10.0.0.2,TCP,5500,38446,1,54,
1773320449.042979000,10.0.0.2,10.0.0.4,TCP,38446,9968,1,58,
1773320449.042984000,10.0.0.4,10.0.0.2,TCP,9968,38446,1,54,
1773320449.042993000,10.0.0.2,10.0.0.4,TCP,38446,6389,1,58,
1773320449.042999000,10.0.0.4,10.0.0.2,TCP,6389,38446,1,54,
1773320449.043007000,10.0.0.2,10.0.0.4,TCP,38446,8194,1,58,
1773320449.043013000,10.0.0.4,10.0.0.2,TCP,8194,38446,1,54,
1773320449.043021000,10.0.0.2,10.0.0.4,TCP,38446,27356,1,58,
1773320449.043027000,10.0.0.4,10.0.0.2,TCP,27356,38446,1,54,
1773320449.043036000,10.0.0.2,10.0.0.4,TCP,38446,668,1,58,
1773320449.043042000,10.0.0.4,10.0.0.2,TCP,668,38446,1,54,
1773320449.043053000,10.0.0.2,10.0.0.4,TCP,38446,6025,1,58,
1773320449.043062000,10.0.0.4,10.0.0.2,TCP,6025,38446,1,54,
1773320449.043070000,10.0.0.2,10.0.0.4,TCP,38446,1039,1,58,
1773320449.043076000,10.0.0.4,10.0.0.2,TCP,1039,38446,1,54,
1773320449.043085000,10.0.0.2,10.0.0.4,TCP,38446,5298,1,58,
1773320449.043090000,10.0.0.4,10.0.0.2,TCP,5298,38446,1,54,
1773320449.043099000,10.0.0.2,10.0.0.4,TCP,38446,2604,1,58,
1773320449.043105000,10.0.0.4,10.0.0.2,TCP,2604,38446,1,54,
1773320449.043114000,10.0.0.2,10.0.0.4,TCP,38446,65000,1,58,
1773320449.043119000,10.0.0.4,10.0.0.2,TCP,65000,38446,1,54,
1773320449.043127000,10.0.0.2,10.0.0.4,TCP,38446,1761,1,58,
1773320449.043133000,10.0.0.4,10.0.0.2,TCP,1761,38446,1,54,
1773320449.043142000,10.0.0.2,10.0.0.4,TCP,38446,27355,1,58,
1773320449.043147000,10.0.0.4,10.0.0.2,TCP,27355,38446,1,54,
1773320449.043155000,10.0.0.2,10.0.0.4,TCP,38446,1183,1,58,
1773320449.043161000,10.0.0.4,10.0.0.2,TCP,1183,38446,1,54,
1773320449.043169000,10.0.0.2,10.0.0.4,TCP,38446,2034,1,58,
1773320449.043174000,10.0.0.4,10.0.0.2,TCP,2034,38446,1,54,
1773320449.043183000,10.0.0.2,10.0.0.4,TCP,38446,5000,1,58,
1773320449.043188000,10.0.0.4,10.0.0.2,TCP,5000,38446,1,54,
1773320449.043197000,10.0.0.2,10.0.0.4,TCP,38446,9003,1,58,
1773320449.043203000,10.0.0.4,10.0.0.2,TCP,9003,38446,1,54,
1773320449.043211000,10.0.0.2,10.0.0.4,TCP,38446,32771,1,58,
1773320449.043216000,10.0.0.4,10.0.0.2,TCP,32771,38446,1,54,
1773320449.043224000,10.0.0.2,10.0.0.4,TCP,38446,1216,1,58,
1773320449.043230000,10.0.0.4,10.0.0.2,TCP,1216,38446,1,54,
1773320449.043238000,10.0.0.2,10.0.0.4,TCP,38446,49159,1,58,
1773320449.043244000,10.0.0.4,10.0.0.2,TCP,49159,38446,1,54,
1773320449.043252000,10.0.0.2,10.0.0.4,TCP,38446,55056,1,58,
1773320449.043258000,10.0.0.4,10.0.0.2,TCP,55056,38446,1,54,
1773320449.043266000,10.0.0.2,10.0.0.4,TCP,38446,20031,1,58,
1773320449.043272000,10.0.0.4,10.0.0.2,TCP,20031,38446,1,54,
1773320449.043280000,10.0.0.2,10.0.0.4,TCP,38446,9040,1,58,
1773320449.043286000,10.0.0.4,10.0.0.2,TCP,9040,38446,1,54,
1773320449.043294000,10.0.0.2,10.0.0.4,TCP,38446,1093,1,58,
1773320449.043300000,10.0.0.4,10.0.0.2,TCP,1093,38446,1,54,
1773320449.043308000,10.0.0.2,10.0.0.4,TCP,38446,10215,1,58,
1773320449.043313000,10.0.0.4,10.0.0.2,TCP,10215,38446,1,54,
1773320449.043321000,10.0.0.2,10.0.0.4,TCP,38446,2366,1,58,
1773320449.043327000,10.0.0.4,10.0.0.2,TCP,2366,38446,1,54,
1773320449.043335000,10.0.0.2,10.0.0.4,TCP,38446,2100,1,58,
1773320449.043341000,10.0.0.4,10.0.0.2,TCP,2100,38446,1,54,
1773320449.043349000,10.0.0.2,10.0.0.4,TCP,38446,7777,1,58,
1773320449.043354000,10.0.0.4,10.0.0.2,TCP,7777,38446,1,54,
1773320449.043362000,10.0.0.2,10.0.0.4,TCP,38446,4446,1,58,
1773320449.043368000,10.0.0.4,10.0.0.2,TCP,4446,38446,1,54,
1773320449.043376000,10.0.0.2,10.0.0.4,TCP,38446,5009,1,58,
1773320449.043381000,10.0.0.4,10.0.0.2,TCP,5009,38446,1,54,
1773320449.043389000,10.0.0.2,10.0.0.4,TCP,38446,616,1,58,
1773320449.043395000,10.0.0.4,10.0.0.2,TCP,616,38446,1,54,
1773320449.043529000,10.0.0.2,10.0.0.4,TCP,38446,1352,1,58,
1773320449.043535000,10.0.0.4,10.0.0.2,TCP,1352,38446,1,54,
1773320449.043543000,10.0.0.2,10.0.0.4,TCP,38446,1494,1,58,
1773320449.043548000,10.0.0.4,10.0.0.2,TCP,1494,38446,1,54,
1773320449.043557000,10.0.0.2,10.0.0.4,TCP,38446,20,1,58,
1773320449.043562000,10.0.0.4,10.0.0.2,TCP,20,38446,1,54,
1773320449.043570000,10.0.0.2,10.0.0.4,TCP,38446,5988,1,58,
1773320449.043576000,10.0.0.4,10.0.0.2,TCP,5988,38446,1,54,
1773320449.043584000,10.0.0.2,10.0.0.4,TCP,38446,8086,1,58,
1773320449.043590000,10.0.0.4,10.0.0.2,TCP,8086,38446,1,54,
1773320449.043598000,10.0.0.2,10.0.0.4,TCP,38446,49156,1,58,
1773320449.043603000,10.0.0.4,10.0.0.2,TCP,49156,38446,1,54,
1773320449.043612000,10.0.0.2,10.0.0.4,TCP,38446,3737,1,58,
1773320449.043617000,10.0.0.4,10.0.0.2,TCP,3737,38446,1,54,
1773320449.043626000,10.0.0.2,10.0.0.4,TCP,38446,9081,1,58,
1773320449.043631000,10.0.0.4,10.0.0.2,TCP,9081,38446,1,54,
1773320449.043639000,10.0.0.2,10.0.0.4,TCP,38446,2007,1,58,
1773320449.043645000,10.0.0.4,10.0.0.2,TCP,2007,38446,1,54,
1773320449.043653000,10.0.0.2,10.0.0.4,TCP,38446,9618,1,58,
1773320449.043658000,10.0.0.4,10.0.0.2,TCP,9618,38446,1,54,
1773320449.043666000,10.0.0.2,10.0.0.4,TCP,38446,5544,1,58,
1773320449.043672000,10.0.0.4,10.0.0.2,TCP,5544,38446,1,54,
1773320449.043680000,10.0.0.2,10.0.0.4,TCP,38446,777,1,58,
1773320449.043686000,10.0.0.4,10.0.0.2,TCP,777,38446,1,54,
1773320449.043695000,10.0.0.2,10.0.0.4,TCP,38446,8899,1,58,
1773320449.043701000,10.0.0.4,10.0.0.2,TCP,8899,38446,1,54,
1773320449.043709000,10.0.0.2,10.0.0.4,TCP,38446,5963,1,58,
1773320449.043715000,10.0.0.4,10.0.0.2,TCP,5963,38446,1,54,
1773320449.043723000,10.0.0.2,10.0.0.4,TCP,38446,801,1,58,
1773320449.043729000,10.0.0.4,10.0.0.2,TCP,801,38446,1,54,
1773320449.043737000,10.0.0.2,10.0.0.4,TCP,38446,6669,1,58,
1773320449.043743000,10.0.0.4,10.0.0.2,TCP,6669,38446,1,54,
1773320449.043751000,10.0.0.2,10.0.0.4,TCP,38446,1805,1,58,
1773320449.043757000,10.0.0.4,10.0.0.2,TCP,1805,38446,1,54,
1773320449.043765000,10.0.0.2,10.0.0.4,TCP,38446,1073,1,58,
1773320449.043770000,10.0.0.4,10.0.0.2,TCP,1073,38446,1,54,
1773320449.043779000,10.0.0.2,10.0.0.4,TCP,38446,7627,1,58,
1773320449.043784000,10.0.0.4,10.0.0.2,TCP,7627,38446,1,54,
1773320449.043792000,10.0.0.2,10.0.0.4,TCP,38446,5269,1,58,
1773320449.043797000,10.0.0.4,10.0.0.2,TCP,5269,38446,1,54,
1773320449.043804000,10.0.0.2,10.0.0.4,TCP,38446,8400,1,58,
1773320449.043810000,10.0.0.4,10.0.0.2,TCP,8400,38446,1,54,
1773320449.043817000,10.0.0.2,10.0.0.4,TCP,38446,720,1,58,
1773320449.043822000,10.0.0.4,10.0.0.2,TCP,720,38446,1,54,
1773320449.043830000,10.0.0.2,10.0.0.4,TCP,38446,8089,1,58,
1773320449.043835000,10.0.0.4,10.0.0.2,TCP,8089,38446,1,54,
1773320449.043842000,10.0.0.2,10.0.0.4,TCP,38446,37,1,58,
1773320449.043847000,10.0.0.4,10.0.0.2,TCP,37,38446,1,54,
1773320449.043855000,10.0.0.2,10.0.0.4,TCP,38446,11111,1,58,
1773320449.043860000,10.0.0.4,10.0.0.2,TCP,11111,38446,1,54,
1773320449.043867000,10.0.0.2,10.0.0.4,TCP,38446,57294,1,58,
1773320449.043872000,10.0.0.4,10.0.0.2,TCP,57294,38446,1,54,
1773320449.043880000,10.0.0.2,10.0.0.4,TCP,38446,2020,1,58,
1773320449.043885000,10.0.0.4,10.0.0.2,TCP,2020,38446,1,54,
1773320449.043892000,10.0.0.2,10.0.0.4,TCP,38446,50000,1,58,
1773320449.043897000,10.0.0.4,10.0.0.2,TCP,50000,38446,1,54,
1773320449.043905000,10.0.0.2,10.0.0.4,TCP,38446,6969,1,58,
1773320449.043910000,10.0.0.4,10.0.0.2,TCP,6969,38446,1,54,
1773320449.043917000,10.0.0.2,10.0.0.4,TCP,38446,1105,1,58,
1773320449.043923000,10.0.0.4,10.0.0.2,TCP,1105,38446,1,54,
1773320449.043930000,10.0.0.2,10.0.0.4,TCP,38446,1052,1,58,
1773320449.043935000,10.0.0.4,10.0.0.2,TCP,1052,38446,1,54,
1773320449.043943000,10.0.0.2,10.0.0.4,TCP,38446,1030,1,58,
1773320449.043958000,10.0.0.4,10.0.0.2,TCP,1030,38446,1,54,
1773320449.043971000,10.0.0.2,10.0.0.4,TCP,38446,1040,1,58,
1773320449.043976000,10.0.0.4,10.0.0.2,TCP,1040,38446,1,54,
1773320449.043985000,10.0.0.2,10.0.0.4,TCP,38446,3128,1,58,
1773320449.043990000,10.0.0.4,10.0.0.2,TCP,3128,38446,1,54,
1773320449.043998000,10.0.0.2,10.0.0.4,TCP,38446,8031,1,58,
1773320449.044003000,10.0.0.4,10.0.0.2,TCP,8031,38446,1,54,
1773320449.044011000,10.0.0.2,10.0.0.4,TCP,38446,8383,1,58,
1773320449.044016000,10.0.0.4,10.0.0.2,TCP,8383,38446,1,54,
1773320449.044024000,10.0.0.2,10.0.0.4,TCP,38446,1080,1,58,
1773320449.044029000,10.0.0.4,10.0.0.2,TCP,1080,38446,1,54,
1773320449.044036000,10.0.0.2,10.0.0.4,TCP,38446,5080,1,58,
1773320449.044041000,10.0.0.4,10.0.0.2,TCP,5080,38446,1,54,
1773320449.044049000,10.0.0.2,10.0.0.4,TCP,38446,2288,1,58,
1773320449.044054000,10.0.0.4,10.0.0.2,TCP,2288,38446,1,54,
1773320449.044062000,10.0.0.2,10.0.0.4,TCP,38446,1192,1,58,
1773320449.044067000,10.0.0.4,10.0.0.2,TCP,1192,38446,1,54,
1773320449.044075000,10.0.0.2,10.0.0.4,TCP,38446,1069,1,58,
1773320449.044080000,10.0.0.4,10.0.0.2,TCP,1069,38446,1,54,
1773320449.044087000,10.0.0.2,10.0.0.4,TCP,38446,49165,1,58,
1773320449.044092000,10.0.0.4,10.0.0.2,TCP,49165,38446,1,54,
1773320449.044100000,10.0.0.2,10.0.0.4,TCP,38446,32772,1,58,
1773320449.044105000,10.0.0.4,10.0.0.2,TCP,32772,38446,1,54,
1773320449.044112000,10.0.0.2,10.0.0.4,TCP,38446,1783,1,58,
1773320449.044117000,10.0.0.4,10.0.0.2,TCP,1783,38446,1,54,
1773320449.044125000,10.0.0.2,10.0.0.4,TCP,38446,4321,1,58,
1773320449.044130000,10.0.0.4,10.0.0.2,TCP,4321,38446,1,54,
1773320449.044137000,10.0.0.2,10.0.0.4,TCP,38446,7201,1,58,
1773320449.044143000,10.0.0.4,10.0.0.2,TCP,7201,38446,1,54,
1773320449.044150000,10.0.0.2,10.0.0.4,TCP,38446,8291,1,58,
1773320449.044155000,10.0.0.4,10.0.0.2,TCP,8291,38446,1,54,
1773320449.044163000,10.0.0.2,10.0.0.4,TCP,38446,3998,1,58,
1773320449.044168000,10.0.0.4,10.0.0.2,TCP,3998,38446,1,54,
1773320449.044175000,10.0.0.2,10.0.0.4,TCP,38446,2222,1,58,
1773320449.044180000,10.0.0.4,10.0.0.2,TCP,2222,38446,1,54,
1773320449.044188000,10.0.0.2,10.0.0.4,TCP,38446,19283,1,58,
1773320449.044193000,10.0.0.4,10.0.0.2,TCP,19283,38446,1,54,
1773320449.044315000,10.0.0.2,10.0.0.4,TCP,38446,10003,1,58,
1773320449.044320000,10.0.0.4,10.0.0.2,TCP,10003,38446,1,54,
1773320449.044328000,10.0.0.2,10.0.0.4,TCP,38446,18101,1,58,
1773320449.044333000,10.0.0.4,10.0.0.2,TCP,18101,38446,1,54,
1773320449.044340000,10.0.0.2,10.0.0.4,TCP,38446,1,1,58,
